CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
01.319.044/0001-41;2013-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;DFP;35727;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35727
01.414.107/0001-49;2013-12-31;1;ENERGIPAR PARTICIPAÇÕES S.A.;015849;DFP;34749;2014-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34749
01.417.222/0001-77;2013-12-31;1;MRS LOGISTICA S.A.;017949;DFP;35420;2014-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35420
01.417.222/0001-77;2013-12-31;2;MRS LOGISTICA S.A.;017949;DFP;35502;2014-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35502
01.545.826/0001-07;2013-12-31;1;GAFISA S.A.;016101;DFP;34902;2014-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34902
01.547.749/0001-16;2013-12-31;1;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;016330;DFP;35960;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35960
01.548.981/0001-79;2013-12-31;1;INVESTIMENTOS BEMGE S.A.;006041;DFP;35577;2014-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35577
01.608.571/0001-76;2013-12-31;1;BELAPART SA;016233;DFP;35239;2014-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35239
01.616.929/0001-02;2013-12-31;1;SANEAMENTO DE GOIAS SA;019186;DFP;35964;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35964
01.654.604/0001-14;2013-12-31;1;CONCES DA ROD OSÓRIO-POA S/A - CONCEPA;017590;DFP;35371;2014-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35371
01.772.313/0001-20;2013-12-31;1;VALETRON SA;016225;DFP;35242;2014-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35242
01.838.723/0001-27;2013-12-31;1;BRF S.A.;016292;DFP;34932;2014-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34932
01.851.771/0001-55;2013-12-31;1;524 PARTICIPACOES S.A.;016284;DFP;34756;2014-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34756
01.858.774/0001-10;2013-12-31;1;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;020133;DFP;34522;2014-02-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34522
01.858.774/0001-10;2013-12-31;2;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;020133;DFP;34553;2014-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34553
01.896.779/0001-38;2013-12-31;1;CSU DIGITAL S.A.;020044;DFP;35248;2014-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35248
01.917.705/0001-30;2013-12-31;1;AES ELPA S.A.;019313;DFP;34814;2014-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34814
01.917.705/0001-30;2013-12-31;2;AES ELPA S.A.;019313;DFP;35007;2014-03-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35007
01.917.818/0001-36;2013-12-31;1;LIGHT ENERGIA S.A.;023000;DFP;35094;2014-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35094
01.917.818/0001-36;2013-12-31;2;LIGHT ENERGIA S.A.;023000;DFP;35113;2014-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35113
01.938.783/0001-11;2013-12-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;018708;DFP;35978;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35978
01.957.772/0001-89;2013-12-31;1;SUL 116 PARTICIPACOES S.A.;016438;DFP;35829;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35829
01.971.614/0001-83;2013-12-31;1;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;016497;DFP;35642;2014-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35642
01.989.044/0001-59;2013-12-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;016551;DFP;35728;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35728
02.016.439/0001-38;2013-12-31;1;RIO GRANDE ENERGIA SA;016535;DFP;35650;2014-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35650
02.016.440/0001-62;2013-12-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;DFP;34829;2014-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34829
02.062.747/0001-08;2013-12-31;1;SUDESTE S.A.;016586;DFP;34742;2014-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34742
02.084.220/0001-76;2013-12-31;1;NUMERAL 80 PARTICIPAÇÕES S.A.;016446;DFP;34431;2014-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34431
02.105.040/0001-23;2013-12-31;1;VIRGO II COMPANHIA DE SECURITIZACAO;018287;DFP;35026;2014-03-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35026
02.107.946/0001-87;2013-12-31;1;TELEMAR PARTICIPAÇÕES SA;018678;DFP;34637;2014-02-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34637
02.117.801/0001-67;2013-12-31;1;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;016560;DFP;35923;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35923
02.149.205/0001-69;2013-12-31;1;PORTO SEGURO S.A.;016659;DFP;34547;2014-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34547
02.149.205/0001-69;2013-12-31;2;PORTO SEGURO S.A.;016659;DFP;34786;2014-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34786
02.162.616/0001-94;2013-12-31;1;UPTICK PARTICIPACOES S.A.;016624;DFP;35868;2014-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35868
02.193.750/0001-52;2013-12-31;1;DEXXOS PARTICIPAÇÕES S.A.;016632;DFP;35877;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35877
02.201.787/0001-85;2013-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DFP;35620;2014-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35620
02.217.319/0001-07;2013-12-31;1;YBYRÁ CAPITAL S.A.;016705;DFP;34744;2014-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34744
02.221.531/0001-30;2013-12-31;1;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;019151;DFP;35151;2014-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35151
02.222.736/0001-30;2013-12-31;1;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;019011;DFP;35351;2014-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35351
02.258.422/0001-97;2013-12-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;017868;DFP;35841;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35841
02.281.836/0001-37;2013-12-31;1;TRANSNORDESTINA LOGISTICA SA;020443;DFP;35971;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35971
02.286.509/0001-78;2013-12-31;1;SUBESTAÇÃO ELETROMETRÔ S/A;017787;DFP;35725;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35725
02.291.077/0001-93;2013-12-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;DFP;35208;2014-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35208
02.291.077/0001-93;2013-12-31;2;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;DFP;35210;2014-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35210
02.302.100/0001-06;2013-12-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;DFP;34882;2014-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34882
02.302.101/0001-42;2013-12-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;DFP;35457;2014-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35457
02.302.101/0001-42;2013-12-31;2;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;DFP;35493;2014-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35493
02.312.604/0001-07;2013-12-31;1;DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO;016950;DFP;35834;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35834
02.318.346/0001-68;2013-12-31;1;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;016942;DFP;35269;2014-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35269
02.328.280/0001-97;2013-12-31;1;ELEKTRO REDES S.A.;017485;DFP;34508;2014-02-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34508
02.338.534/0001-58;2013-12-31;1;LONGDIS S.A.;017434;DFP;35835;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35835
02.351.144/0001-18;2013-12-31;1;TEGMA GESTAO LOGISTICA S.A.;020800;DFP;35570;2014-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35570
02.363.917/0001-86;2013-12-31;1;RET PARTICIPACOES S.A.;017337;DFP;35929;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35929
02.363.918/0001-20;2013-12-31;1;ZAIN PARTICIPACOES S.A.;017361;DFP;35901;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35901
02.365.069/0001-44;2013-12-31;1;PADTEC HOLDING S.A.;018414;DFP;35865;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35865
02.366.097/0001-86;2013-12-31;1;VIANORTE S/A;021830;DFP;34839;2014-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34839
02.366.097/0001-86;2013-12-31;2;VIANORTE S/A;021830;DFP;50011;2015-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=50011
02.373.517/0001-51;2013-12-31;1;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;023434;DFP;39683;2014-07-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39683
02.373.517/0001-51;2013-12-31;2;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;023434;DFP;39831;2014-07-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39831
02.382.073/0001-10;2013-12-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;DFP;40340;2014-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=40340
02.387.241/0001-60;2013-12-31;1;RUMO S.A.;017450;DFP;34844;2014-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34844
