CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.622.416/0001-41;2022-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DFP;124193;2023-03-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124193
00.644.907/0001-93;2022-12-31;1;INVESTCO S.A.;018589;DFP;123735;2023-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123735
00.743.065/0001-27;2022-12-31;1;LITEL PARTICIPACOES S.A.;015091;DFP;124675;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124675
00.776.574/0001-56;2022-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;DFP;132682;2023-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132682
00.864.214/0001-06;2022-12-31;1;ENERGISA S.A.;015253;DFP;124265;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124265
00.864.214/0001-06;2022-12-31;2;ENERGISA S.A.;015253;DFP;124288;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124288
00.897.864/0001-58;2022-12-31;1;SANTA CATARINA PART INVEST SA;015199;DFP;124450;2023-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124450
00.924.429/0001-75;2022-12-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;124576;2023-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124576
00.924.429/0001-75;2022-12-31;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;124605;2023-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124605
00.938.574/0001-05;2022-12-31;1;CONC RIO-TERESOPOLIS S.A.;019208;DFP;123859;2023-03-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123859
00.974.211/0001-25;2022-12-31;1;LINHA AMARELA S.A. - LAMSA;024937;DFP;124579;2023-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124579
00.979.969/0001-56;2022-12-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;DFP;123651;2023-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123651
01.027.058/0001-91;2022-12-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;DFP;123247;2023-01-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123247
01.083.200/0001-18;2022-12-31;1;NEOENERGIA S.A.;015539;DFP;123547;2023-02-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123547
01.083.200/0001-18;2022-12-31;2;NEOENERGIA S.A.;015539;DFP;123844;2023-03-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123844
01.104.937/0001-70;2022-12-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;DFP;124799;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124799
01.104.937/0001-70;2022-12-31;2;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;DFP;124840;2023-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124840
01.107.327/0001-20;2022-12-31;1;BBM LOGÍSTICA S.A.;024660;DFP;123593;2023-02-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123593
01.258.944/0001-26;2022-12-31;1;RUMO MALHA SUL S.A.;015709;DFP;124331;2023-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124331
01.319.044/0001-41;2022-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;DFP;124925;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124925
01.417.222/0001-77;2022-12-31;1;MRS LOGISTICA S.A.;017949;DFP;124273;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124273
01.417.222/0001-77;2022-12-31;2;MRS LOGISTICA S.A.;017949;DFP;125403;2023-04-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125403
01.543.032/0001-04;2022-12-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;025577;DFP;124807;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124807
01.545.826/0001-07;2022-12-31;1;GAFISA S.A.;016101;DFP;124737;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124737
01.545.826/0001-07;2022-12-31;2;GAFISA S.A.;016101;DFP;124751;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124751
01.548.981/0001-79;2022-12-31;1;INVESTIMENTOS BEMGE S.A.;006041;DFP;123482;2023-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123482
01.548.981/0001-79;2022-12-31;2;INVESTIMENTOS BEMGE S.A.;006041;DFP;124468;2023-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124468
01.599.101/0001-93;2022-12-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;DFP;124800;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124800
01.616.929/0001-02;2022-12-31;1;SANEAMENTO DE GOIAS SA;019186;DFP;124016;2023-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124016
01.637.895/0001-32;2022-12-31;1;VOTORANTIM CIMENTOS S.A.;027189;DFP;123886;2023-03-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123886
01.838.723/0001-27;2022-12-31;1;BRF S.A.;016292;DFP;123762;2023-02-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123762
01.851.771/0001-55;2022-12-31;1;524 PARTICIPACOES S.A.;016284;DFP;124224;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124224
01.896.779/0001-38;2022-12-31;1;CSU DIGITAL S.A.;020044;DFP;124445;2023-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124445
01.896.779/0001-38;2022-12-31;2;CSU DIGITAL S.A.;020044;DFP;133295;2023-12-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133295
01.917.818/0001-36;2022-12-31;1;LIGHT ENERGIA S.A.;023000;DFP;124725;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124725
01.938.783/0001-11;2022-12-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;018708;DFP;124689;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124689
01.957.772/0001-89;2022-12-31;1;SUL 116 PARTICIPACOES S.A.;016438;DFP;124895;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124895
01.968.293/0001-68;2022-12-31;1;ELETRORIVER S.A.;026891;DFP;123475;2023-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123475
01.989.044/0001-59;2022-12-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;016551;DFP;124923;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124923
02.016.440/0001-62;2022-12-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;DFP;124267;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124267
02.031.413/0001-69;2022-12-31;1;PETRO RIO JAGUAR PETRÓLEO S.A.;027200;DFP;125007;2023-04-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125007
02.041.460/0001-93;2022-12-31;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;DFP;125095;2023-04-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125095
02.062.747/0001-08;2022-12-31;1;SUDESTE S.A.;016586;DFP;124220;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124220
02.149.205/0001-69;2022-12-31;1;PORTO SEGURO S.A.;016659;DFP;123439;2023-02-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123439
02.162.616/0001-94;2022-12-31;1;UPTICK PARTICIPACOES S.A.;016624;DFP;124673;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124673
02.193.750/0001-52;2022-12-31;1;DEXXOS PARTICIPAÇÕES S.A.;016632;DFP;124644;2023-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124644
02.201.787/0001-85;2022-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DFP;124883;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124883
02.217.319/0001-07;2022-12-31;1;YBYRÁ CAPITAL S.A.;016705;DFP;124876;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124876
02.255.187/0001-08;2022-12-31;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;DFP;124464;2023-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124464
02.258.422/0001-97;2022-12-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;017868;DFP;124885;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124885
02.281.836/0001-37;2022-12-31;1;TRANSNORDESTINA LOGISTICA SA;020443;DFP;124662;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124662
02.286.479/0001-08;2022-12-31;1;LOCALIZA FLEET S.A.;024813;DFP;124915;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124915
02.291.077/0001-93;2022-12-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;DFP;124347;2023-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124347
02.302.100/0001-06;2022-12-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;DFP;123739;2023-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123739
02.302.101/0001-42;2022-12-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;DFP;124466;2023-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124466
02.328.280/0001-97;2022-12-31;1;ELEKTRO REDES S.A.;017485;DFP;123551;2023-02-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123551
02.338.534/0001-58;2022-12-31;1;LONGDIS S.A.;017434;DFP;124831;2023-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124831
02.351.144/0001-18;2022-12-31;1;TEGMA GESTAO LOGISTICA S.A.;020800;DFP;124019;2023-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124019
02.351.144/0001-18;2022-12-31;2;TEGMA GESTAO LOGISTICA S.A.;020800;DFP;124110;2023-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124110
02.351.144/0001-18;2022-12-31;3;TEGMA GESTAO LOGISTICA S.A.;020800;DFP;124544;2023-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124544
02.351.877/0001-52;2022-12-31;1;LWSA S/A;024910;DFP;124510;2023-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124510
02.357.251/0001-53;2022-12-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;024872;DFP;124542;2023-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124542
02.365.069/0001-44;2022-12-31;1;PADTEC HOLDING S.A.;018414;DFP;124469;2023-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124469
02.382.073/0001-10;2022-12-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;DFP;123674;2023-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123674
02.387.241/0001-60;2022-12-31;1;RUMO S.A.;017450;DFP;123564;2023-02-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123564
02.397.080/0001-96;2022-12-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;019364;DFP;123545;2023-02-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123545
02.415.408/0001-50;2022-12-31;1;CONC ROD.OESTE SP VIAOESTE S.A;021024;DFP;123836;2023-03-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123836
02.415.408/0001-50;2022-12-31;2;CONC ROD.OESTE SP VIAOESTE S.A;021024;DFP;124305;2023-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124305
02.421.421/0001-11;2022-12-31;1;TIM S.A.;024929;DFP;123456;2023-02-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123456
02.429.144/0001-93;2022-12-31;1;CPFL ENERGIA S.A.;018660;DFP;124256;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124256
02.451.848/0001-62;2022-12-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;020192;DFP;123838;2023-03-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123838
02.451.848/0001-62;2022-12-31;2;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;020192;DFP;124301;2023-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124301
02.474.103/0001-19;2022-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DFP;123589;2023-02-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123589
02.474.103/0001-19;2022-12-31;2;ENGIE BRASIL ENERGIA S.A.;017329;DFP;132868;2023-11-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132868
02.502.844/0001-66;2022-12-31;1;RUMO MALHA PAULISTA S.A.;017930;DFP;124327;2023-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124327
02.509.186/0001-34;2022-12-31;1;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;023060;DFP;124917;2023-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124917
02.509.491/0001-26;2022-12-31;1;CONC ECOVIAS IMIGRANTES S.A.;020397;DFP;124231;2023-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124231
02.558.157/0001-62;2022-12-31;1;TELEFÔNICA BRASIL S.A;017671;DFP;123556;2023-02-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123556
02.558.157/0001-62;2022-12-31;2;TELEFÔNICA BRASIL S.A;017671;DFP;123623;2023-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123623
02.560.878/0001-07;2022-12-31;1;HOSPITAL ANCHIETA S.A.;026468;DFP;124718;2023-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124718
02.591.787/0001-39;2022-12-31;1;CAPITALPART PARTICIPACOES S.A.;017493;DFP;124801;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124801
02.600.854/0001-34;2022-12-31;1;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;027090;DFP;124118;2023-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124118
02.635.522/0001-95;2022-03-31;1;JALLES MACHADO S.A.;025496;DFP;116982;2022-06-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116982
02.635.522/0001-95;2022-03-31;2;JALLES MACHADO S.A.;025496;DFP;116986;2022-06-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116986
02.635.522/0001-95;2022-03-31;3;JALLES MACHADO S.A.;025496;DFP;117098;2022-06-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=117098
02.664.042/0001-52;2022-12-31;1;TERMINAL GARAGEM MENEZES CORTES S.A.;018538;DFP;124412;2023-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124412
02.664.042/0001-52;2022-12-31;2;TERMINAL GARAGEM MENEZES CORTES S.A.;018538;DFP;124825;2023-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124825
02.682.287/0001-02;2022-12-31;1;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;018554;DFP;123404;2023-02-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123404
02.724.983/0001-34;2022-12-31;1;SANESALTO SANEAMENTO S.A.;019593;DFP;124776;2023-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124776
02.724.983/0001-34;2022-12-31;2;SANESALTO SANEAMENTO S.A.;019593;DFP;124989;2023-04-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=124989
