CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
01.083.200/0001-18;2015-12-31;1;NEOENERGIA S.A.;015539;DFP;53543;2016-02-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53543
01.083.200/0001-18;2015-12-31;2;NEOENERGIA S.A.;015539;DFP;60877;2016-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=60877
01.083.200/0001-18;2015-12-31;3;NEOENERGIA S.A.;015539;DFP;67320;2017-07-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=67320
01.083.200/0001-18;2015-12-31;4;NEOENERGIA S.A.;015539;DFP;70264;2017-11-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=70264
01.104.937/0001-70;2015-12-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;DFP;54769;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54769
01.258.943/0001-81;2015-12-31;1;ITAITINGA PARTICIPACOES S.A.;015865;DFP;54326;2016-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54326
01.258.944/0001-26;2015-12-31;1;RUMO MALHA SUL S.A.;015709;DFP;54856;2016-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54856
01.258.945/0001-70;2015-12-31;1;GRUCAI PARTICIPACOES S.A.;015695;DFP;54318;2016-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54318
01.258.945/0001-70;2015-12-31;2;GRUCAI PARTICIPACOES S.A.;015695;DFP;54370;2016-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54370
01.319.044/0001-41;2015-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;DFP;54689;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54689
01.417.222/0001-77;2015-12-31;1;MRS LOGISTICA S.A.;017949;DFP;54525;2016-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54525
01.545.826/0001-07;2015-12-31;1;GAFISA S.A.;016101;DFP;53837;2016-03-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53837
01.548.981/0001-79;2015-12-31;1;INVESTIMENTOS BEMGE S.A.;006041;DFP;53270;2016-02-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53270
01.548.981/0001-79;2015-12-31;2;INVESTIMENTOS BEMGE S.A.;006041;DFP;53306;2016-02-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53306
01.608.571/0001-76;2015-12-31;1;BELAPART SA;016233;DFP;54282;2016-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54282
01.616.929/0001-02;2015-12-31;1;SANEAMENTO DE GOIAS SA;019186;DFP;56035;2016-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=56035
01.616.929/0001-02;2015-12-31;2;SANEAMENTO DE GOIAS SA;019186;DFP;56116;2016-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=56116
01.616.929/0001-02;2015-12-31;3;SANEAMENTO DE GOIAS SA;019186;DFP;77525;2018-08-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=77525
01.654.604/0001-14;2015-12-31;1;CONCES DA ROD OSÓRIO-POA S/A - CONCEPA;017590;DFP;54477;2016-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54477
01.654.604/0001-14;2015-12-31;2;CONCES DA ROD OSÓRIO-POA S/A - CONCEPA;017590;DFP;56232;2016-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=56232
01.838.723/0001-27;2015-12-31;1;BRF S.A.;016292;DFP;53666;2016-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53666
01.851.771/0001-55;2015-12-31;1;524 PARTICIPACOES S.A.;016284;DFP;53747;2016-03-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53747
01.858.774/0001-10;2015-12-31;1;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;020133;DFP;53979;2016-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53979
01.896.779/0001-38;2015-12-31;1;CSU DIGITAL S.A.;020044;DFP;53989;2016-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53989
01.917.705/0001-30;2015-12-31;1;AES ELPA S.A.;019313;DFP;53574;2016-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53574
01.917.705/0001-30;2015-12-31;2;AES ELPA S.A.;019313;DFP;53616;2016-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53616
01.917.818/0001-36;2015-12-31;1;LIGHT ENERGIA S.A.;023000;DFP;54542;2016-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54542
01.917.818/0001-36;2015-12-31;2;LIGHT ENERGIA S.A.;023000;DFP;54760;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54760
01.938.783/0001-11;2015-12-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;018708;DFP;54585;2016-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54585
01.957.772/0001-89;2015-12-31;1;SUL 116 PARTICIPACOES S.A.;016438;DFP;54723;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54723
01.971.614/0001-83;2015-12-31;1;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;016497;DFP;54887;2016-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54887
01.989.044/0001-59;2015-12-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;016551;DFP;54693;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54693
02.016.439/0001-38;2015-12-31;1;RIO GRANDE ENERGIA SA;016535;DFP;54215;2016-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54215
02.016.440/0001-62;2015-12-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;DFP;53571;2016-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53571
02.062.747/0001-08;2015-12-31;1;SUDESTE S.A.;016586;DFP;53938;2016-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53938
02.084.220/0001-76;2015-12-31;1;NUMERAL 80 PARTICIPAÇÕES S.A.;016446;DFP;53957;2016-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53957
02.105.040/0001-23;2015-12-31;1;VIRGO II COMPANHIA DE SECURITIZACAO;018287;DFP;54057;2016-03-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54057
02.117.801/0001-67;2015-12-31;1;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;016560;DFP;54749;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54749
02.149.205/0001-69;2015-12-31;1;PORTO SEGURO S.A.;016659;DFP;53196;2016-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53196
02.162.616/0001-94;2015-12-31;1;UPTICK PARTICIPACOES S.A.;016624;DFP;54358;2016-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54358
02.162.616/0001-94;2015-12-31;2;UPTICK PARTICIPACOES S.A.;016624;DFP;68693;2017-09-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=68693
02.193.750/0001-52;2015-12-31;1;DEXXOS PARTICIPAÇÕES S.A.;016632;DFP;55550;2016-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=55550
02.201.787/0001-85;2015-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;DFP;54596;2016-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54596
02.217.319/0001-07;2015-12-31;1;YBYRÁ CAPITAL S.A.;016705;DFP;53748;2016-03-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53748
02.221.531/0001-30;2015-12-31;1;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;019151;DFP;53653;2016-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53653
02.222.736/0001-30;2015-12-31;1;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;019011;DFP;54406;2016-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54406
02.258.422/0001-97;2015-12-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;017868;DFP;55388;2016-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=55388
02.281.836/0001-37;2015-12-31;1;TRANSNORDESTINA LOGISTICA SA;020443;DFP;54563;2016-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54563
02.291.077/0001-93;2015-12-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;DFP;54607;2016-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54607
02.291.077/0001-93;2015-12-31;2;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;DFP;54704;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54704
02.302.100/0001-06;2015-12-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;DFP;53824;2016-03-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53824
02.302.101/0001-42;2015-12-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;DFP;54460;2016-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54460
02.318.346/0001-68;2015-12-31;1;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;016942;DFP;54187;2016-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54187
02.328.280/0001-97;2015-12-31;1;ELEKTRO REDES S.A.;017485;DFP;53502;2016-02-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53502
02.338.534/0001-58;2015-12-31;1;LONGDIS S.A.;017434;DFP;54721;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54721
02.351.144/0001-18;2015-12-31;1;TEGMA GESTAO LOGISTICA S.A.;020800;DFP;54245;2016-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54245
02.363.917/0001-86;2015-12-31;1;RET PARTICIPACOES S.A.;017337;DFP;54866;2016-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54866
02.363.918/0001-20;2015-12-31;1;ZAIN PARTICIPACOES S.A.;017361;DFP;54728;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54728
02.365.069/0001-44;2015-12-31;1;PADTEC HOLDING S.A.;018414;DFP;54210;2016-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54210
02.366.097/0001-86;2015-12-31;1;VIANORTE S/A;021830;DFP;54631;2016-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54631
02.366.097/0001-86;2015-12-31;2;VIANORTE S/A;021830;DFP;54800;2016-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54800
02.373.517/0001-51;2015-12-31;1;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;023434;DFP;54783;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54783
02.382.073/0001-10;2015-12-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;DFP;53326;2016-02-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53326
02.387.241/0001-60;2015-12-31;1;RUMO S.A.;017450;DFP;54674;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54674
02.397.080/0001-96;2015-12-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;019364;DFP;53540;2016-02-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53540
02.397.080/0001-96;2015-12-31;2;ITAPEBI GERACAO DE ENERGIA S.A.;019364;DFP;67300;2017-07-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=67300
02.415.408/0001-50;2015-12-31;1;CONC ROD.OESTE SP VIAOESTE S.A;021024;DFP;53664;2016-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53664
02.429.144/0001-93;2015-12-31;1;CPFL ENERGIA S.A.;018660;DFP;54212;2016-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54212
02.451.848/0001-62;2015-12-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;020192;DFP;53652;2016-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53652
02.465.783/0001-04;2015-12-31;1;FUTURETEL S.A. - EM LIQUIDAÇÃO;017388;DFP;54726;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54726
02.474.103/0001-19;2015-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DFP;53572;2016-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=53572
02.476.710/0001-18;2015-12-31;1;TELINVEST S.A.;017418;DFP;54902;2016-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54902
02.502.844/0001-66;2015-12-31;1;RUMO MALHA PAULISTA S.A.;017930;DFP;54756;2016-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=54756
